processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBSP13503-19	LN994979	10193791			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Slovakia													
GBSP13506-19	LN994982	10193794			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Slovakia													
GBSP13508-19	LN994984	10193796			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Slovakia													
GBSP13511-19	LN994987	10193799			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Romania													
GBSP13516-19	LN994992	10193804			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												United Kingdom													
GBSP13522-19	LN994998	10193810			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Ireland													
GBSP13530-19	MF134298	10193818			Mined from GenBank, NCBI		BOLD:ADW3644	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			939147	Serrasentis	939148	Serrasentis sagittifer																																	Australia													
GBSP13536-19	MF134304	10193824			Mined from GenBank, NCBI		BOLD:ADW3644	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			939147	Serrasentis	939148	Serrasentis sagittifer																																	Australia													
GBSP13544-19	MF563498	10193832			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13550-19	MF563504	10193838			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13552-19	MF563506	10193840			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13554-19	MF563508	10193842			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13562-19	MF563516	10193850			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13566-19	MF563520	10193854			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13570-19	MF563524	10193858			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13574-19	MH401040	10193862			Mined from GenBank, NCBI		BOLD:ADW2210	11	Acanthocephala	54	Archiacanthocephala	176	Moniliformida	868	Moniliformidae			2780	Moniliformis	938968	Moniliformis kalahariensis																																	South Africa													
GBSP13596-19	NC_029767	10193884			Mined from GenBank, NCBI		BOLD:ADW8915	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532767	Plagiorhynchidae			898861	Plagiorhynchus	898963	Plagiorhynchus transversus																																														
GBSP13598-19	MK133341	10193886			Mined from GenBank, NCBI		BOLD:ADW6070	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus																																	Bosnia and Herzegovina													
GBSP13606-19	MG859266	10193894			Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Argentina													
GBSP13620-19	MG602437	10193908			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-43.5505	172.704							New Zealand													
GBSP13627-19	MG602444	10193915			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-45.784	170.681							New Zealand													
GBSP13632-19	MG602449	10193920			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-43.5505	172.704							New Zealand													
GBSP13634-19	MG602451	10193922			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-45.784	170.681							New Zealand													
GBSP13643-19	MG602460	10193931			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-46.42	168.337							New Zealand													
GBSP13646-19	MG602463	10193934			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-43.5505	172.704							New Zealand													
GBSP13662-19	MG931942	10193950			Mined from GenBank, NCBI		BOLD:ADW0213	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	531777	Centrorhynchidae			939009	Sphaerirostris	939010	Sphaerirostris lanceoides																																	China													
GBSP16832-19	LC465337	10887993		LC465337	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	Japan													
GBSP16879-19	LC465384	10888040		LC465384	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939060	Corynosoma strumosum																																	Japan													
GBSP8622-13	JN830835	3634528	JN830835	JN830835	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8637-13	JN830820	3634543	JN830820	JN830820	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8662-13	JN830795	3634568	JN830795	JN830795	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8667-13	JN830790	3634573	JN830790	JN830790	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP8669-13	JN830788	3634575	JN830788	JN830788	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
GBSP13118-19	KY077094	10193406			Mined from GenBank, NCBI		BOLD:ADW2243	11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae			938969	Neoechinorhynchus	938972	Neoechinorhynchus emyditoides																																														
GBSP13119-19	KY077095	10193407			Mined from GenBank, NCBI		BOLD:ADX8811	11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae			938969	Neoechinorhynchus	938972	Neoechinorhynchus emyditoides																																														
GBSP13126-19	KY077096	10193414			Mined from GenBank, NCBI		BOLD:ADX1977	11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae			938870	Atactorhynchus	938871	Atactorhynchus duranguensis																																														
GBSP13131-19	KT818502	10193419			Mined from GenBank, NCBI		BOLD:ADX5077	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			938563	Prosthenorchis	938995	Prosthenorchis elegans																																	Colombia													
GBSP13140-19	KM659334	10193428			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13143-19	KM659337	10193431			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13144-19	KM659338	10193432			Mined from GenBank, NCBI		BOLD:ADX5298	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13153-19	KM659347	10193441			Mined from GenBank, NCBI		BOLD:ADX0973	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13154-19	KM659348	10193442			Mined from GenBank, NCBI		BOLD:ADX0973	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13165-19	KM659359	10193453			Mined from GenBank, NCBI		BOLD:ADW9907	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13179-19	KM659373	10193467			Mined from GenBank, NCBI		BOLD:ADW9908	11	Acanthocephala	54	Archiacanthocephala	25301	Oligacanthorhynchida	25302	Oligacanthorhynchidae			25305	Oligacanthorhynchus	25306	Oligacanthorhynchus tortuosa					Leidy, 1850																																									
GBSP13188-19	KX279907	10193476			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13189-19	KX279922	10193477			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13190-19	KX279912	10193478			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13192-19	KX279917	10193480			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13194-19	KX279896	10193482			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13195-19	KX279916	10193483			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13203-19	KX279909	10193491			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13206-19	KX279928	10193494			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13215-19	KX279925	10193503			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13226-19	KX279919	10193514			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939132	Profilicollis botulus																																														
GBSP13230-19	KX646750	10193518			Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile													
GBSP13243-19	KX957717	10193531			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	852138	Corynosoma hannae																																	New Zealand													
GBSP13258-19	KX646761	10193546			Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile													
GBSP13259-19	KX688127	10193547			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13261-19	KX688125	10193549			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13277-19	KX688121	10193565			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13278-19	KX688126	10193566			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13288-19	KX688110	10193576			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13290-19	KX688112	10193578			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13293-19	KX688141	10193581			Mined from GenBank, NCBI		BOLD:ADW8629	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13298-19	KX688146	10193586			Mined from GenBank, NCBI		BOLD:ADW8629	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
GBSP13301-19	KX688135	10193589			Mined from GenBank, NCBI		BOLD:ACH8304	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	852141	Pseudocorynosoma sp. MGV-2016																																														
GBSP13305-19	KX688116	10193593			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	939134	Pseudocorynosoma anatarium																																														
